Dataset,Model_Name,Final_Accuracy,CV_Accuracy_Mean,CV_Accuracy_Std,Precision,Recall,F1_Score,Sample_Count,Feature_Count,Top_Feature_1,Top_Feature_2,Top_Feature_3
crypto_4h_dataset_20250714_130201.csv,crypto_4h_dataset_20250714_130201.csv,0.7211717709720373,0.7246963562753036,0.0040913476309154375,0.7259380097879282,0.7108626198083067,0.718321226795803,18773,12,rsi,momentum_1,momentum_4
