Date,Open,High,Low,Close,Volume,Symbol,Interval,Source,Fetch_Time,ichimoku_tenkan_sen,ichimoku_kijun_sen,ichimoku_senkou_span_a,ichimoku_senkou_span_b,ichimoku_chikou_span,ichimoku_cloud_thickness,ichimoku_price_above_cloud,ichimoku_price_below_cloud,ichimoku_price_in_cloud,ichimoku_bullish_tk_cross,ichimoku_bearish_tk_cross,vp_point_of_control,vp_value_area_high,vp_value_area_low,vp_volume_at_price,vp_price_position,vp_above_poc,vp_in_value_area,obv,obv_smoothed,obv_momentum,obv_bullish_divergence,obv_bearish_divergence,obv_trend,obv_normalized,bb_upper,bb_middle,bb_lower,bb_width,bb_percent,bb_squeeze,bb_upper_touch,bb_lower_touch,bb_upper_breakout,bb_lower_breakout,macd_line,macd_signal,macd_histogram,macd_bullish_cross,macd_bearish_cross,macd_bullish_divergence,macd_bearish_divergence,macd_momentum,macd_normalized,stoch_k,stoch_d,stoch_overbought,stoch_oversold,stoch_bullish_cross,stoch_bearish_cross,stoch_momentum,rsi,rsi_overbought,rsi_oversold,rsi_bullish_divergence,rsi_bearish_divergence,rsi_momentum,rsi_smoothed,atr,atr_normalized,atr_upper,atr_lower,keltner_upper,keltner_middle,keltner_lower,vol_breakout_up,vol_breakout_down,price_volatility,roc_5,roc_10,roc_20,momentum_5,momentum_10,williams_r,cci,price_acceleration
2020-07-12 00:00:00+00:00,9241.0546875,9319.4189453125,9197.4501953125,9276.5,14452361907,BTC-USD,1d,yfinance,2025-07-14 16:53:22.692224,9213.67578125,9327.9462890625,9461.9267578125,8880.486572265625,11601.47265625,581.440185546875,0,0,1,0,0,9336.498342413652,9815.98005756579,6747.297080592105,432217129361.0,0.8241981783019432,0,1,299978461960.0,288239191687.8,0.07053224332362107,0,0,1,0.30629514596364676,9507.46723966555,9233.199853515625,8958.932467365701,0.05940895691659798,0.5789378334263653,1,0,0,0,0,-23.494610630588795,-39.61901078330953,16.12440015272073,0,0,0,1,-0.023880265087875774,-0.8383873763806206,63.27308739787076,60.97384972033057,0,0,1,0,0.13445294886251968,55.266905346774955,0,0,0,0,-0.036543660694303814,54.257570528739144,178.82924107142858,0.01927766302715772,9634.158482142857,8918.841517857143,9590.858335658482,9233.199853515625,8875.541371372768,0,0,0.014022322864522008,0.2618020985542868,1.67798927295979,-3.8576915832505665,1.0026180209855429,1.016779892729598,-36.72691260212924,24.392797707239875,-1.9439135658476974
2020-07-13 00:00:00+00:00,9277.205078125,9306.4052734375,9224.29296875,9243.6142578125,17519821266,BTC-USD,1d,yfinance,2025-07-14 16:53:22.692224,9213.67578125,9327.9462890625,9461.9267578125,8939.4921875,11754.0458984375,522.4345703125,0,0,1,0,0,9336.498342413652,9815.98005756579,6747.297080592105,443056400791.25,0.813481612780427,0,1,282458640694.0,288807297306.8,-0.05820962299400512,0,0,-1,0.17477901993966993,9415.358158429473,9213.89765625,9012.437154070525,0.043729702606978456,0.5737529223868092,1,0,0,0,0,-23.00102153113221,-36.295412932874065,13.294391401741855,0,0,0,1,-0.17551094764299546,-0.800840341132931,56.32520425847982,58.457462470000756,0,0,0,1,-0.10980787290655813,52.114729123968395,0,0,0,0,-0.05703551163265019,53.8624793748855,170.71602957589286,0.01846853674487849,9585.046316964286,8902.182198660714,9555.329715401786,9213.89765625,8872.465597098213,0,0,0.014027324840977438,-1.9591877996559814,1.7200981924579528,-4.00890599821312,0.9804081220034402,1.0172009819245795,-43.67479574152018,40.07589924889001,-1.9060738057126019
2020-07-14 00:00:00+00:00,9238.703125,9283.841796875,9171.6611328125,9243.2138671875,18085038362,BTC-USD,1d,yfinance,2025-07-14 16:53:22.692224,9254.5,9327.9462890625,9461.9267578125,8965.18603515625,11675.7392578125,496.74072265625,0,0,1,0,0,9336.498342413652,9815.98005756579,6747.297080592105,456196266740.75,0.8133511364073365,0,1,264373602332.0,286337846238.1,-0.062225535699849455,0,0,-1,0.047600630401601035,9406.902436931963,9210.37783203125,9013.853227130538,0.04267460216827422,0.5835417915554109,1,0,0,0,0,-22.384126495928285,-33.51315564548491,11.129029149556622,0,0,0,1,-0.16287787735070924,-0.7627055109058365,56.24061236279607,58.612968006382204,0,0,0,0,-0.0015018480056557815,54.40263342415421,0,0,0,0,0.04390129889658345,54.655542957198165,169.22907366071428,0.018308466740281845,9581.67201450893,8904.75571986607,9548.83597935268,9210.37783203125,8871.919684709821,0,0,0.011998943447142063,-0.374585330523558,1.212436113001436,-0.7558452814508176,0.9962541466947644,1.0121243611300144,-43.75938763720393,29.835588182110065,-0.9877814804668354
2020-07-15 00:00:00+00:00,9241.8974609375,9275.3251953125,9171.93359375,9192.8369140625,15844731575,BTC-USD,1d,yfinance,2025-07-14 16:53:22.692224,9284.1689453125,9327.9462890625,9461.9267578125,8992.807373046875,11878.111328125,469.119384765625,0,0,1,0,0,9336.498342413652,9815.98005756579,6747.297080592105,290308123317.25,0.7969346627921045,0,1,248528870757.0,283574262626.2,-0.16817662052725124,0,0,-1,0.0,9401.736237923435,9206.77900390625,9011.821769889064,0.04235080128120137,0.4642432097633261,1,0,0,0,0,-25.664387757646182,-31.943402067917162,6.279014310270981,0,0,0,1,-0.43579855655952393,-0.7596774328999474,45.59730131220599,52.72103931116061,0,0,0,0,-0.18924600219379495,48.4637367468759,0,0,0,0,-0.10916561025594573,53.52223400825169,161.96993582589286,0.017619146009010954,9516.776785714286,8868.897042410714,9530.718875558036,9206.77900390625,8882.839132254463,0,0,0.012003592684017371,-0.9265274879258545,1.3102852788133834,-0.7768808587683029,0.9907347251207415,1.0131028527881338,-54.40269868779401,11.860848245711916,124.82496235050839
2020-07-16 00:00:00+00:00,9191.98046875,9214.3125,9088.947265625,9132.2275390625,15713967523,BTC-USD,1d,yfinance,2025-07-14 16:53:22.692224,9269.6416015625,9327.9462890625,9381.616455078125,9286.9443359375,11410.525390625,94.672119140625,0,1,0,0,0,9336.498342413652,9815.98005756579,6747.297080592105,298230489104.75,0.7771837222567701,0,1,232814903234.0,277450355936.8,-0.1846107827242961,0,0,-1,0.0,9402.128936960919,9205.244482421875,9008.36002788283,0.04277658348238549,0.3145690488100604,1,0,0,0,0,-32.776856161386604,-32.11009288661105,-0.6667632747755547,0,1,0,0,-1.1061891631119374,-0.7889140478017704,32.79215152265412,44.876688399218715,0,0,0,0,-0.2808313084556179,50.39692413469308,0,0,1,0,0.03988935888113909,52.12898575529331,153.90032087053572,0.016852440460143735,9440.02818080357,8824.42689732143,9513.045124162945,9205.244482421875,8897.443840680804,0,0,0.011836641928724837,-1.1700766689054176,-2.594504069898129,-0.3349416615118561,0.9882992333109458,0.9740549593010187,-67.20784847734588,-51.47925684215334,0.2097102337149772
2020-07-17 00:00:00+00:00,9131.8125,9182.25390625,9089.2021484375,9151.392578125,13944570749,BTC-USD,1d,yfinance,2025-07-14 16:53:22.692224,9260.1630859375,9327.9462890625,9400.832275390625,9286.9443359375,11584.9345703125,113.887939453125,0,1,0,0,0,9336.498342413652,9815.98005756579,6747.297080592105,313944456627.75,0.7834290852370153,0,1,246759473983.0,274104871581.8,-0.17740936342321922,0,0,1,0.08350446303359828,9394.599217987823,9210.544580078125,9026.489942168428,0.03996607069419049,0.33930858079722237,1,0,0,0,0,-36.44694275434085,-32.97746286015701,-3.4694798941838414,0,0,0,0,4.2034657957904695,-0.7873788981430787,36.8412148221507,38.410222552336926,0,0,0,0,0.12347659764560803,52.929716621890805,0,0,1,0,0.050256886321642824,51.66154801031648,150.29331752232142,0.016422999695322276,9451.979213169643,8850.805943080357,9511.131215122768,9210.544580078125,8909.957945033482,0,0,0.011456560933145279,-1.3486489718643857,-1.0903776646205787,1.171889170071072,0.9865135102813561,0.9890962233537942,-63.1587851778493,-60.97561203856262,-1.318304468049288
2020-07-18 00:00:00+00:00,9151.18359375,9230.9833984375,9100.82421875,9159.0400390625,12252601475,BTC-USD,1d,yfinance,2025-07-14 16:53:22.692224,9204.18310546875,9327.9462890625,9458.74755859375,9286.9443359375,11784.1376953125,171.80322265625,0,1,0,0,0,9336.498342413652,9815.98005756579,6747.297080592105,327889027376.75,0.7859211839630433,0,1,259012075458.0,270014411386.0,-0.08300884397939412,0,0,1,0.1568768834078806,9394.314925688606,9211.31748046875,9028.320035248893,0.03973317510939688,0.35716346656249076,1,0,0,0,0,-38.296963181112005,-34.041362924348014,-4.255600256763991,0,0,1,0,0.2265816164255583,-0.7703967462544646,38.456920029710325,36.0300954581717,0,0,1,0,0.04385591559234325,51.25690537498208,0,0,0,0,-0.03160438698092094,51.48998326051922,150.32854352678572,0.01641313313247324,9459.69712611607,8858.38295200893,9511.97456752232,9211.31748046875,8910.660393415179,0,0,0.011202811819971405,-0.9149475128575335,-2.8562097724683544,0.16905855669768766,0.9908505248714247,0.9714379022753165,-61.543079970289675,-43.28724879202014,-0.6018038137639761
2020-07-19 00:00:00+00:00,9158.005859375,9201.3984375,9097.6328125,9185.8173828125,12939002784,BTC-USD,1d,yfinance,2025-07-14 16:53:22.692224,9204.18310546875,9327.9462890625,9462.614501953125,9286.9443359375,11768.87109375,175.670166015625,0,1,0,0,0,9336.498342413652,9815.98005756579,6747.297080592105,340141628851.75,0.794647189207289,0,1,271951078242.0,269017921721.0,0.028661998940742173,1,0,1,0.2343596900941772,9394.195467354233,9211.065625,9027.935782645765,0.03976300893073573,0.4310646428159404,1,0,0,0,0,-37.17389271740285,-34.667868882958984,-2.506023834443866,0,0,1,0,-0.41112330030041955,-0.7283854225291571,32.464245821199185,35.92079355768672,0,0,0,1,-0.15582824115611527,55.46015743708141,0,0,1,0,0.08200362529398597,51.70148806310466,144.51409040178572,0.01573230605173849,9474.84556361607,8896.78920200893,9500.09380580357,9211.065625,8922.037444196429,0,0,0.011160946063547783,-0.6209580909812273,-0.9932174035872765,-0.054805669911128785,0.9937904190901877,0.9900678259641272,-67.53575417880081,-45.83452582544041,2.4985449253451284
2020-07-20 00:00:00+00:00,9187.220703125,9214.2705078125,9137.509765625,9164.2314453125,13755604146,BTC-USD,1d,yfinance,2025-07-14 16:53:22.692224,9204.18310546875,9212.9306640625,9529.3720703125,9286.9443359375,11865.6982421875,242.427734375,0,1,0,0,0,9336.498342413652,10007.772743626645,8665.223941200658,353080631635.75,0.3716866777655566,0,1,258195474096.0,264959868080.9,0.038895293369966444,1,0,-1,0.15198681834429986,9393.669971907542,9212.3775390625,9031.085106217457,0.039358446194008655,0.367214276419491,1,0,0,0,0,-37.5923149363407,-35.25275809363533,-2.3395568427053703,0,0,1,0,-0.06642673922350695,-0.7003064858967356,20.83191465213937,30.584360167682945,0,0,0,0,-0.3583120714747635,35.81347579778827,0,0,0,0,-0.3542485731596049,49.17143587328714,127.36767578125,0.01389834778195159,9418.966796875,8909.49609375,9467.112890625,9212.3775390625,8957.6421875,0,0,0.011093903436126514,-0.31117128496255253,-1.2348156853986936,0.28713395577038003,0.9968882871503745,0.9876518431460131,-79.16808534786063,-37.01212862050944,-1.803776994495838
2020-07-21 00:00:00+00:00,9162.5146484375,9407.2626953125,9149.3896484375,9374.8876953125,18069581956,BTC-USD,1d,yfinance,2025-07-14 16:53:22.692224,9248.10498046875,9212.9306640625,9491.358154296875,9286.9443359375,11892.8037109375,204.413818359375,0,0,1,1,0,9336.498342413652,10007.772743626645,8665.223941200658,473161151709.25,0.5285943816935956,1,1,276265056052.0,264033763680.8,0.1866296023769951,0,0,1,0.26019314219873496,9415.018740298616,9219.7056640625,9024.392587826384,0.0423686142167048,0.8972648279380924,1,1,0,0,0,-20.687251531820948,-32.33965678127245,11.652405249451505,1,0,0,1,-5.980603606953669,-0.5190022334646616,79.12268754965385,44.139616007664124,0,0,1,0,2.7981476436938166,57.368592177682416,0,0,0,0,0.6018716670115924,50.565769481885,133.38295200892858,0.014227685316766072,9641.653599330357,9108.121791294643,9486.471568080357,9219.7056640625,8952.939760044643,1,0,0.012042110289422283,2.657184736276408,1.456016968722107,1.5881809201353958,1.026571847362764,1.014560169687221,-20.877312450346157,100.13116045819577,-10.781944443223207
2020-07-22 00:00:00+00:00,9375.080078125,9530.5185546875,9319.6533203125,9525.36328125,16532254884,BTC-USD,1d,yfinance,2025-07-14 16:53:22.692224,9309.73291015625,9253.02197265625,9491.358154296875,9286.9443359375,12254.40234375,204.413818359375,1,0,0,0,0,9336.498342413652,10007.772743626645,8665.223941200658,365032339994.75,0.6406764048316673,1,1,292797310936.0,263315648578.4,0.18656968346500724,0,0,1,0.35919346939934116,9472.532947807755,9239.8033203125,9007.073692817245,0.0503754505214693,1.1135015210801265,0,1,0,1,0,4.796957151043898,-24.91233399480918,29.70929114585308,0,0,0,1,1.5496273524516786,-0.24951065558462954,98.83251616099291,66.26237278759537,1,0,0,0,0.2491046401699899,56.016266365365915,0,0,0,0,-0.023572581459347486,51.18307943058002,134.09933035714286,0.014078132917104365,9793.561941964286,9257.164620535714,9508.001981026786,9239.8033203125,8971.604659598213,1,0,0.012137513527307162,4.086489569018381,2.6827281975960737,4.4057333619342165,1.0408648956901838,1.0268272819759607,-1.167483839007097,210.34793784784662,-0.3017327564826413
2020-07-23 00:00:00+00:00,9527.1416015625,9610.2470703125,9483.00390625,9581.072265625,18146399002,BTC-USD,1d,yfinance,2025-07-14 16:53:22.692224,9349.59716796875,9292.88623046875,9462.775146484375,9286.9443359375,11991.2333984375,175.830810546875,1,0,0,0,0,9336.498342413652,9815.98005756579,8665.223941200658,373298467436.75,0.7958665710308904,1,1,310943709938.0,266164155502.8,0.2004988932974323,0,0,1,0.4678597978170947,9531.361564757155,9264.491748046876,8997.621931336596,0.05761132374402306,1.0931366114771461,0,1,0,1,0,29.152572266759307,-14.099352742495483,43.25192500925479,0,0,0,1,0.45583833679895913,0.024788791464595648,94.4034499101742,90.78621787360697,1,0,0,0,-0.04481385704684471,71.29310877096697,1,0,0,0,0.27272153959633605,55.190320109777,129.16099330357142,0.013480849504389568,9839.394252232143,9322.750279017857,9522.813734654019,9264.491748046876,9006.169761439733,0,0,0.012072408039356858,4.607821614083685,3.650714951971179,5.4336090263297665,1.0460782161408368,1.0365071495197118,-5.5965500898258,244.88679268328823,-0.6356290677146917
2020-07-24 00:00:00+00:00,9585.5146484375,9623.3369140625,9481.4541015625,9536.892578125,16552768325,BTC-USD,1d,yfinance,2025-07-14 16:53:22.692224,9356.14208984375,9300.17626953125,9392.428955078125,9286.9443359375,11758.283203125,105.484619140625,1,0,0,0,0,9336.498342413652,9815.98005756579,8665.223941200658,391444866438.75,0.7574746938366597,1,1,294390941613.0,269165889430.9,0.08251433866730817,0,0,-1,0.36873662969821935,9570.108372635113,9284.711962890626,8999.315553146138,0.06147663188371754,0.9418076167463858,0,1,0,0,0,44.378078689776885,-2.4038664560410066,46.78194514581789,0,0,0,1,0.08161533008779998,0.2280004739231804,83.82372559231746,92.35323055449483,1,0,0,1,-0.11206925518001143,67.08984033988398,0,0,0,0,-0.058957569722288605,57.516256690337514,127.19049944196429,0.013336681565828287,9791.27357700893,9282.51157924107,9539.092961774555,9284.711962890626,9030.330964006696,0,0,0.01216801868002648,3.8219265709483086,3.1772359176934106,4.4281939863562325,1.038219265709483,1.031772359176934,-16.176274407682538,195.2991466300762,-1.7884330676466336
2020-07-25 00:00:00+00:00,9539.4853515625,9704.556640625,9530.2119140625,9677.11328125,16610070933,BTC-USD,1d,yfinance,2025-07-14 16:53:22.692224,9396.87939453125,9340.7861328125,9392.428955078125,9286.9443359375,11878.3720703125,105.484619140625,1,0,0,0,0,9336.498342413652,9815.98005756579,8665.223941200658,326423877806.5,0.8793256239606829,1,1,311001012546.0,275413103609.8,0.20451767651963682,0,0,1,0.46820294380542193,9632.180582935514,9314.8705078125,8997.560432689486,0.06812978771028154,1.0708025080783619,0,1,0,1,0,66.98685700915667,11.474278236998533,55.512578772158136,0,0,0,1,0.18662399776510208,0.5276359028437962,95.54208228635244,91.25641926294803,1,0,1,0,0.13979761232551313,75.48697468791565,1,0,0,0,0.12516253288860035,65.45095646836299,132.92606026785714,0.013736127335143377,9942.965401785714,9411.261160714286,9580.722628348214,9314.8705078125,9049.018387276787,1,0,0.012293386317862112,5.596561359216201,5.267975182358464,6.647285964477834,1.055965613592162,1.0526797518235846,-4.4579177136475545,202.8873880236446,-4.1885756550905935
2020-07-26 00:00:00+00:00,9680.234375,10023.8076171875,9652.84765625,9905.1669921875,20507998997,BTC-USD,1d,yfinance,2025-07-14 16:53:22.692224,9560.72021484375,9500.41162109375,9392.428955078125,9286.9443359375,11592.4892578125,105.484619140625,1,0,0,0,0,9225.450863486842,9845.341951069078,8782.671515213817,118879753686.25,1.0562968904562335,1,0,331509011543.0,285282514440.7,0.19996722090180574,0,0,1,0.5910112736538589,9754.04983487528,9341.355126953125,8928.66041903097,0.08835863797349588,1.1830858918364464,0,1,0,1,0,102.12922122877535,29.605266835353905,72.52395439342145,0,0,0,1,0.3064418190890319,0.9889116187361577,87.30926765674603,88.89169184513862,1,0,0,1,-0.08616951224625358,79.9723999988826,1,0,0,0,0.05941985792265436,69.97171803260304,150.71114676339286,0.015215406957021848,10206.589285714286,9603.744698660714,9642.777420479912,9341.355126953125,9039.93283342634,1,0,0.011195676755272943,5.65638025872186,8.463865467858778,5.649766063926354,1.0565638025872186,1.0846386546785878,-12.690732343253975,241.56133399332737,0.6028248568650765
2020-07-27 00:00:00+00:00,9905.2177734375,11298.2216796875,9903.9697265625,10990.873046875,35359749590,BTC-USD,1d,yfinance,2025-07-14 16:53:22.692224,10197.92724609375,10137.61865234375,9392.428955078125,9286.9443359375,11681.8251953125,105.484619140625,1,0,0,0,0,9225.450863486842,9845.341951069078,8782.671515213817,,2.0779739956574326,1,0,366868761133.0,297293443155.7,0.25297858767968884,0,0,1,0.802756543957514,10270.693007360225,9428.284912109375,8585.876816858525,0.17869805656146207,1.4274531806940443,0,1,0,1,0,215.10756843673335,66.7057271556298,148.40184128110354,0,0,0,1,1.0462458579694447,2.310743457032382,86.08825454836389,89.64653483048744,1,0,0,0,-0.013984919827555009,91.5704500137314,1,0,0,0,0.14502565904000453,77.08255476227612,244.43540736607142,0.022239853587934122,11479.743861607143,10502.002232142857,9917.155726841518,9428.284912109375,8939.414097377232,1,0,0.025934889188958195,15.385342504571465,20.10055249019691,18.791002890757902,1.1538534250457146,1.201005524901969,-13.911745451636103,371.46062284086855,3.6511370805547996
2020-07-28 00:00:00+00:00,11017.4638671875,11204.3271484375,10632.6318359375,10912.8232421875,28766551142,BTC-USD,1d,yfinance,2025-07-14 16:53:22.692224,10217.86572265625,10137.61865234375,9392.428955078125,9384.6044921875,11664.84765625,7.824462890625,1,0,0,0,0,9301.267783717107,9888.607164884868,8713.928402549342,8839937397.5,1.8719116324758087,1,0,338102209991.0,305202456609.0,0.08734217540022016,0,0,-1,0.6304934137630247,10575.087491981283,9502.509423828125,8429.931355674968,0.22574627823332696,1.1574411039318353,0,1,0,1,0,294.9458043995255,112.35374260440896,182.59206179511654,0,0,0,1,0.23038946295315643,3.0721128484897666,82.55542928271575,85.31765049594186,1,0,0,0,-0.0410372504841926,88.30762433038736,1,0,0,0,-0.03563186249335648,80.48545787416019,277.2578822544643,0.025406613495087393,11467.33900669643,10358.30747767857,10057.025188337055,9502.509423828125,8947.993659319196,0,0,0.026058237962077874,13.899811416103812,19.14811154493559,15.744991539277642,1.1389981141610381,1.1914811154493559,-17.444570717284247,283.49773546546317,-1.0647871940777602
2020-07-29 00:00:00+00:00,10912.953125,11304.3974609375,10856.1416015625,11100.4677734375,24617249715,BTC-USD,1d,yfinance,2025-07-14 16:53:22.692224,10226.8935546875,10140.70654296875,9307.37744140625,9459.61669921875,11774.595703125,152.2392578125,1,0,0,0,0,9301.267783717107,9888.607164884868,8713.928402549342,7191637785.5,2.031652778112017,1,0,362719459706.0,314279294755.4,0.23210129265058432,0,0,1,0.7779092256812575,10875.203302414975,9593.634423828125,8312.065545241276,0.2671706721289612,1.0878862130574354,0,1,0,1,0,369.10471629511085,163.70393734254935,205.4007789525615,0,0,0,1,0.12491625831487818,3.5101814347463023,90.79511297832472,86.47959893646811,1,0,1,0,0.09980789594578576,91.175198433777,1,0,0,0,0.032472554042005664,85.30252949293882,301.8910435267857,0.027196245211322172,11704.24986049107,10496.68568638393,10197.416510881696,9593.634423828125,8989.852336774555,0,0,0.025527530250779393,16.395017375983766,20.8435494723364,19.643310307864546,1.1639501737598377,1.208435494723364,-9.204887021675281,230.38699328544365,-3.4213588736668497
2020-07-30 00:00:00+00:00,11099.8330078125,11169.3564453125,10895.455078125,11111.2138671875,22857247901,BTC-USD,1d,yfinance,2025-07-14 16:53:22.692224,10312.025390625,10140.70654296875,9299.96630859375,9459.61669921875,11366.134765625,159.650390625,1,0,0,0,0,9304.680715460527,9892.832699424342,8716.52873149671,22185887611.75,2.0357706859644935,1,0,385576707607.0,327017418106.5,0.23979245099714763,0,0,1,0.9147855947538389,11124.372526807061,9685.254736328125,8246.136945849188,0.2971770654789272,0.9954282200850348,0,1,0,0,0,423.85734441349996,215.7346187567395,208.12272565676045,0,0,0,1,0.013251881117878339,3.5886872176647073,91.27916203777178,88.2099014329374,1,0,0,0,0.005331223714239108,93.65506312752692,1,0,0,0,0.027198895492956954,88.93614718086106,312.50076729910717,0.028124808957368057,11736.215401785714,10486.212332589286,10310.256270926338,9685.254736328125,9060.25320172991,0,0,0.02551161830900402,14.819508093556767,21.24545231636288,19.74829445332784,1.1481950809355677,1.2124545231636288,-8.720837962228218,174.09080295309818,-0.9436997201151176
2020-07-31 00:00:00+00:00,11110.2109375,11415.8642578125,10987.0537109375,11323.466796875,23160469766,BTC-USD,1d,yfinance,2025-07-14 16:53:22.692224,10448.6591796875,10237.26416015625,9299.77587890625,9459.61669921875,11488.36328125,159.8408203125,1,0,0,0,0,9319.595690275493,9903.36091694079,8735.830463610197,,2.2163330522840745,1,0,408737177373.0,340264630238.6,0.23295947663848882,0,0,1,1.0,11385.877972040409,9789.4107421875,8192.94351233459,0.32616206876945686,0.9804533491203702,0,1,0,0,0,478.85627584780923,268.3589501749535,210.4973256728557,0,0,0,1,0.011409614248525157,3.5308943228813106,96.01431249997367,92.69619583869003,1,0,0,0,0.05187548128720176,94.15314335988896,1,0,0,0,0.005318241382036293,91.77229585306233,336.48353794642856,0.029715593641276874,11996.433872767857,10650.499720982143,10462.377818080357,9789.4107421875,9116.443666294643,0,0,0.025394063809155553,14.318787414751878,20.785092738090082,22.543744184043412,1.1431878741475188,1.2078509273809008,-3.9856875000263283,155.86208692131734,18.732533181799884
2020-08-01 00:00:00+00:00,11322.5703125,11794.775390625,11239.6826171875,11759.5927734375,26075670303,BTC-USD,1d,yfinance,2025-07-14 16:53:22.692224,10638.11474609375,10441.861328125,9316.205810546875,9459.61669921875,11323.3974609375,143.410888671875,1,0,0,0,0,9248.7294921875,9819.028114720395,8678.430869654605,,2.7013583603782707,1,0,434812847676.0,354466183912.6,0.18519997814250644,0,0,1,1.0,11715.121053441251,9913.565380859374,8112.009708277496,0.36345262342451135,1.0123425883177162,0,1,0,1,0,551.2802289921983,324.9432059384025,226.3370230537958,0,0,0,0,0.0752489245661836,3.512074621618267,98.69555960916392,95.3296780489698,1,0,0,0,0.027925494016227903,95.02055790363482,1,0,0,0,0.009212804934512597,92.46231743104302,366.8359375,0.031194612310777196,12493.2646484375,11025.9208984375,10647.237255859374,9913.565380859374,9179.893505859374,1,0,0.026090460823968972,6.9941643696909805,23.455583017872094,26.7675607549992,1.0699416436969098,1.234555830178721,-1.3044403908360773,155.56306182972364,1.016231323066712
2020-08-02 00:00:00+00:00,11758.7646484375,12034.14453125,11018.1298828125,11053.6142578125,27410067336,BTC-USD,1d,yfinance,2025-07-14 16:53:22.692224,10782.17822265625,10561.5458984375,9252.095703125,9459.61669921875,11542.5,207.52099609375,1,0,0,0,0,9384.973581414473,9958.73591694079,8811.211245888158,52750579218.0,1.9541218315309692,1,0,407402780340.0,364112090952.8,0.2049692912413814,0,0,-1,0.8643052165123873,11845.32841597396,10004.065380859374,8162.802345744789,0.36810295915047614,0.7850078606199278,0,0,0,0,0,545.4228754866817,369.0391398480584,176.3837356386233,0,0,0,0,-0.2207031211296775,3.071519161551811,66.14933007524222,86.95306739479325,0,0,0,1,-0.3297638684334464,76.17879760262929,1,0,0,0,-0.1982914088982084,90.0365520854914,431.99658203125,0.03908193030401096,11917.607421875,10189.62109375,10868.058544921874,10004.065380859374,9140.072216796874,0,1,0.03056302638488457,1.290142912612402,15.369281760567555,19.581085379782337,1.012901429126124,1.1536928176056755,-33.85066992475778,113.70312677410635,-2.5587147967694586
2020-08-03 00:00:00+00:00,11043.7685546875,11453.0791015625,11012.4150390625,11246.3486328125,20271713443,BTC-USD,1d,yfinance,2025-07-14 16:53:22.692224,10843.49609375,10561.5458984375,9270.81103515625,9459.61669921875,11506.865234375,188.8056640625,1,0,0,0,0,9302.911376953125,9896.65771484375,8709.1650390625,57792170983.5,2.1365888358686425,1,0,427674493783.0,377440446169.8,0.17907788606006658,0,0,1,0.9646612547829682,11988.641931515702,10104.222119140624,8219.802306765547,0.37299651376534654,0.8030446045439225,0,0,0,0,0,549.9929565778802,405.2299031940228,144.76305338385743,0,0,0,0,-0.17927209751102358,2.789570456019521,72.69106283063343,79.17865083834651,0,0,0,0,0.09889340901790322,77.84671252564482,1,0,0,0,0.021894739422324117,87.37085490386497,457.9896763392857,0.040723410885827316,12162.32798549107,10330.36928013393,11020.201471819195,10104.222119140624,9188.242766462054,0,0,0.030528344235099425,1.3141865942269737,17.924665090687085,21.67140990576808,1.0131418659422697,1.1792466509068709,-27.308937169366576,89.72096809418437,-1.2904394950102487
2020-08-04 00:00:00+00:00,11246.203125,11385.3818359375,11094.1455078125,11205.892578125,21250197042,BTC-USD,1d,yfinance,2025-07-14 16:53:22.692224,10969.05712890625,10561.5458984375,9270.81103515625,9459.61669921875,11711.505859375,188.8056640625,1,0,0,0,0,9326.961721319902,9915.479723478618,8738.443719161183,75169134361.5,2.0963240290977283,1,0,406424296741.0,386982774589.3,0.05406859056239721,0,0,-1,0.8594611890065483,12099.346959999004,10204.87490234375,8310.402844688497,0.37128765923826285,0.7641943626817561,0,0,0,0,0,544.0785149306157,432.9996255413414,111.07888938927431,0,0,0,0,-0.2326848129216046,2.519553130243417,69.48776441832915,69.44271910806826,0,0,1,0,-0.04406729366122775,75.65630616318184,1,0,0,0,-0.028137429204109332,83.77110351099594,460.37276785714283,0.041083096651830804,12126.638113839286,10285.147042410714,11125.620438058037,10204.87490234375,9284.129366629464,0,0,0.03048085380441886,0.8521005181719721,15.79788571698446,21.898089598251012,1.0085210051817197,1.1579788571698446,-30.512235581670858,79.00636083350552,-1.2063084946803109
2020-08-05 00:00:00+00:00,11203.8232421875,11786.6171875,11158.28515625,11747.0224609375,24411254471,BTC-USD,1d,yfinance,2025-07-14 16:53:22.692224,11333.38818359375,10561.5458984375,9270.81103515625,9459.61669921875,11680.8203125,188.8056640625,1,0,0,0,0,9169.193487870067,9971.379780016447,8825.399362664473,19890351985.5,2.5494528999230597,1,0,430835551212.0,396915428556.2,0.05406499594930114,0,0,1,0.9803102131806989,12278.680857685293,10335.6146484375,8392.548439189708,0.37599432164231045,0.863190869611795,0,0,0,0,0,576.4114222308981,461.6819848792527,114.7294373516454,0,0,0,0,0.03286446220737593,2.4650314371075743,88.75217821270833,76.97700182055695,1,0,0,0,0.27723461757099943,78.05842768246595,1,0,0,1,0.03175044673874261,80.55216037551135,490.1918247767857,0.04172902762438957,12727.40611049107,10766.63881138393,11315.998297991071,10335.6146484375,9355.23099888393,1,0,0.03133123463647944,3.740512262369955,18.594895676193303,28.632608097973765,1.0374051226236995,1.185948956761933,-11.247821787291672,93.3605796630762,-14.42403504864192
